;profondeur_(mm);root_proportion
0;0.0;[0.0, 0.0, 0.0, 0.004021832806664752, 0.0, 0.0, 0.0, 0.0, 0.016661878770468257, 0.0, 0.0, 0.0, 0.0034472852628555013, 0.005745475438092502, 0.013789141051422005, 0.0, 0.03562194771617351, 0.0, 0.05386383223211721, 0.012065498419994254]
1;10.0;[0.07871301350186728, 0.006320022981901752, 0.0011490950876185005, 0.002298190175237001, 0.0, 0.0, 0.0, 0.013789141051422005, 0.05343292157426027, 0.0, 0.013789141051422005, 0.0, 0.0, 0.0, 0.0, 0.032174662453318015, 0.0, 0.0, 0.0880494110887676, 0.0]
2;20.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010341855788566504, 0.06492387245044527, 0.02815282964665326, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.010341855788566504, 0.024130996839988508, 0.0]
3;30.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02010916403332376, 0.0, 0.0, 0.009767308244757253, 0.0, 0.0, 0.0, 0.021832806664751507, 0.0, 0.0, 0.04883654122378627, 0.031025567365699513, 0.011490950876185005]
4;40.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016374604998563632, 0.0, 0.0, 0.0, 0.02585463947141626, 0.0, 0.0, 0.0, 0.0, 0.0]
5;50.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.003160011490950876, 0.0, 0.0, 0.004596380350474002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
6;60.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006032749209997127, 0.05084745762711865, 0.017810973858086755, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012065498419994254, 0.0]
7;70.0;[0.0, 0.0, 0.0, 0.0, 0.012640045963803505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004740017236426314, 0.014794599253088193, 0.0, 0.0, 0.0, 0.0017236426314277506, 0.0, 0.0, 0.02298190175237001, 0.0]
8;80.0;[0.0, 0.0, 0.0, 0.0, 0.016661878770468257, 0.02068371157713301, 0.0068945705257110025, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02010916403332376, 0.02068371157713301, 0.0, 0.018385521401896008, 0.0, 0.0, 0.0, 0.0]
9;90.0;[0.0, 0.0, 0.014938236139040505, 0.0, 0.0, 0.0, 0.004596380350474002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002298190175237001, 0.021258259120942258, 0.004596380350474002, 0.0, 0.0, 0.0, 0.0034472852628555013, 0.0]
10;100.0;[0.005745475438092502, 0.032461936225222636, 0.027721918988796324, 0.10586038494685435, 0.024130996839988508, 0.0, 0.012065498419994254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01738006320022982, 0.003303648376903189, 0.017810973858086755, 0.0, 0.0, 0.0, 0.0, 0.0]
