;profondeur_(mm);root_proportion
0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0824475725366274, 0.07153116920425165, 0.06722206262568227, 0.03504740017236426, 0.03045101982189026, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1;10.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06894570525711002, 0.038494685435219764, 0.0, 0.02240735420856076, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2;20.0;[0.0, 0.0, 0.021258259120942258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005170927894283252, 0.04883654122378627, 0.0, 0.0, 0.0, 0.0, 0.0]
3;30.0;[0.036771042803792016, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.0, 0.0, 0.02197644355070382, 0.013070956621660442, 0.0, 0.0, 0.0, 0.0]
4;40.0;[0.0, 0.0, 0.012640045963803505, 0.0, 0.006320022981901752, 0.07038207411663315, 0.04854926745188164, 0.0, 0.0, 0.03705831657569664, 0.021832806664751507, 0.1338695777075553, 0.04151106004021833, 0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.0, 0.0]
5;50.0;[0.0, 0.02757828210284401, 0.05170927894283252, 0.01005458201666188, 0.002298190175237001, 0.0, 0.0, 0.0, 0.0, 0.1979316288422867, 0.11778224648089629, 0.047687446136167766, 0.02800919276070095, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005745475438092502, 0.013789141051422005]
6;60.0;[0.02700373455903476, 0.04538925596093077, 0.0, 0.10313128411376041, 0.03389830508474576, 0.037632864119505886, 0.008330939385234128, 0.0, 0.02470554438379776, 0.08431485205400747, 0.0, 0.02470554438379776, 0.0, 0.0, 0.0, 0.0, 0.006320022981901752, 0.0606147658718759, 0.05458201666187877, 0.004596380350474002]
7;70.0;[0.05917839701235277, 0.10226946279804654, 0.0, 0.004021832806664752, 0.0, 0.02010916403332376, 0.08445848893995977, 0.04079287561045677, 0.02930192473427176, 0.04151106004021833, 0.0, 0.013214593507612756, 0.0, 0.01407641482332663, 0.054151106004021836, 0.05070382074116633, 0.0, 0.007181844297615628, 0.0, 0.0]
8;80.0;[0.013214593507612756, 0.1028440103418558, 0.0, 0.0, 0.0, 0.0, 0.02987647227808101, 0.20037345590347602, 0.010341855788566504, 0.051565642056880204, 0.04021832806664752, 0.0017236426314277506, 0.05328928468830796, 0.09092214880781385, 0.0, 0.0017236426314277506, 0.0, 0.0, 0.0, 0.0]
9;90.0;[0.013214593507612756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10270037345590348, 0.024130996839988508, 0.11390405056018385, 0.038494685435219764, 0.03906923297902901, 0.12252226371732261, 0.09551852915828785, 0.14162596954898019, 0.04481470841712152, 0.0, 0.0, 0.0, 0.0]
10;100.0;[0.041941970698075266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0811548405630566, 0.05343292157426027, 0.018385521401896008, 0.0, 0.02987647227808101, 0.018385521401896008, 0.03389830508474576, 0.0, 0.012065498419994254, 0.05731111749497271, 0.030020109164033325, 0.0, 0.0]
11;110.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02427463372594082, 0.018960068945705257, 0.0, 0.009192760700948004, 0.02930192473427176, 0.03389830508474576, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
12;120.0;[0.0, 0.0, 0.0, 0.0034472852628555013, 0.0, 0.0, 0.0, 0.0, 0.009192760700948004, 0.0, 0.029589198506176386, 0.053720195346164894, 0.03045101982189026, 0.04481470841712152, 0.03160011490950876, 0.05056018385521402, 0.05616202240735421, 0.06621660442401608, 0.018960068945705257, 0.0]
13;130.0;[0.0, 0.0, 0.0, 0.04481470841712152, 0.011490950876185005, 0.0, 0.0, 0.0, 0.0, 0.02585463947141626, 0.04395288710140764, 0.0008618213157138753, 0.004883654122378627, 0.04711289859235852, 0.06219477161735133, 0.00617638609594944, 0.0, 0.0, 0.026860097673082447, 0.001292731973570813]
14;140.0;[0.0, 0.0, 0.0, 0.0068945705257110025, 0.09365124964090779, 0.008043665613329504, 0.0, 0.0, 0.0, 0.0068945705257110025, 0.04596380350474002, 0.0, 0.10327492099971272, 0.028727377190462512, 0.0, 0.0, 0.0, 0.05860384946854352, 0.06434932490663603, 0.0]
