;profondeur_(mm);root_proportion
0;0.0;[0.040936512496409075, 0.0, 0.057454754380925024, 0.06032749209997127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02298190175237001, 0.004596380350474002, 0.0]
1;10.0;[0.07023843723068084, 0.005745475438092502, 0.026285550129273198, 0.13631140476874462, 0.057167480609020396, 0.06923297902901465, 0.04424016087331226, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2;20.0;[0.0629129560471129, 0.23398448721631715, 0.09997127262280954, 0.0068945705257110025, 0.07756391841424878, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
3;30.0;[0.061476587187589776, 0.0469692617064062, 0.04596380350474002, 0.02700373455903476, 0.02700373455903476, 0.018960068945705257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4;40.0;[0.06320022981901752, 0.0, 0.0, 0.012640045963803505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.0, 0.0, 0.008043665613329504, 0.0]
5;50.0;[0.02642918701522551, 0.04854926745188164, 0.030163746049985635, 0.004596380350474002, 0.038494685435219764, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04136742315426602, 0.006320022981901752, 0.0, 0.05573111174949727, 0.028727377190462512, 0.019534616489514506, 0.057454754380925024, 0.06090203964378052, 0.0]
6;60.0;[0.004883654122378627, 0.10514220051709279, 0.030738293593794888, 0.009192760700948004, 0.0, 0.0, 0.010341855788566504, 0.0011490950876185005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04021832806664752, 0.002298190175237001, 0.0, 0.002298190175237001, 0.004165469692617064, 0.02068371157713301, 0.0]
7;70.0;[0.06578569376615916, 0.0008618213157138753, 0.0, 0.0, 0.005745475438092502, 0.02470554438379776, 0.009192760700948004, 0.009192760700948004, 0.03504740017236426, 0.0, 0.0, 0.004596380350474002, 0.04653835104854927, 0.04481470841712152, 0.0, 0.0, 0.0, 0.051565642056880204, 0.0, 0.0017236426314277506]
8;80.0;[0.07153116920425165, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06607296753806377, 0.037345590347601265, 0.0, 0.0, 0.07483481758115484, 0.14808962941683423, 0.010916403332375754, 0.026141913243320884, 0.0, 0.0, 0.0, 0.016087331226659007, 0.03504740017236426, 0.008043665613329504]
9;90.0;[0.0652111462223499, 0.0011490950876185005, 0.0, 0.0, 0.0, 0.0, 0.0663602413099684, 0.018960068945705257, 0.0, 0.009192760700948004, 0.024130996839988508, 0.0, 0.012640045963803505, 0.02212008043665613, 0.0, 0.03619649525998277, 0.005170927894283252, 0.0, 0.004596380350474002, 0.0]
10;100.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.02298190175237001, 0.01694915254237288, 0.05400746911806952, 0.0, 0.0, 0.0, 0.012496409077851192, 0.0, 0.0, 0.04653835104854927, 0.1212295317437518, 0.08819304797471991, 0.0, 0.0, 0.0]
11;110.0;[0.02068371157713301, 0.02010916403332376, 0.0, 0.0, 0.0, 0.0, 0.0017236426314277506, 0.05113473139902327, 0.0, 0.0, 0.0, 0.06449296179258834, 0.14018960068945704, 0.13645504165469693, 0.1680551565642057, 0.02757828210284401, 0.0008618213157138753, 0.0, 0.0, 0.0]
12;120.0;[0.004596380350474002, 0.0, 0.0, 0.0, 0.005170927894283252, 0.0, 0.0, 0.036340132145935074, 0.0, 0.0, 0.05515656420568802, 0.10054582016661878, 0.15512783682849757, 0.08848032174662453, 0.0, 0.0, 0.004596380350474002, 0.046825624820453896, 0.050129273197357084, 0.009910945130709566]
13;130.0;[0.03504740017236426, 0.01407641482332663, 0.11749497270899167, 0.04021832806664752, 0.0068945705257110025, 0.0, 0.0, 0.025998276357368573, 0.0, 0.024418270611893136, 0.04424016087331226, 0.021258259120942258, 0.15857512209135305, 0.011490950876185005, 0.0, 0.0, 0.0, 0.0, 0.005745475438092502, 0.018960068945705257]
14;140.0;[0.015512783682849756, 0.0, 0.0, 0.0, 0.013070956621660442, 0.04553289284688308, 0.0018672795173800632, 0.044096523987359956, 0.0, 0.04955472565354783, 0.0014363688595231256, 0.07900028727377191, 0.05328928468830796, 0.0, 0.0, 0.0, 0.050991094513070954, 0.03748922723355358, 0.009192760700948004, 0.0]
15;150.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.009192760700948004, 0.05386383223211721, 0.00502729100833094, 0.0, 0.0972421717897156, 0.06980752657282391, 0.03188738868141339, 0.025423728813559324, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
16;160.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.024418270611893136, 0.0675093363975869, 0.0, 0.0, 0.031025567365699513, 0.021258259120942258, 0.02642918701522551, 0.0, 0.0, 0.0, 0.0, 0.03720195346164895, 0.05443837977592646, 0.006032749209997127, 0.0]
17;170.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04941108876759552, 0.03389830508474576, 0.04596380350474002, 0.0, 0.0011490950876185005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.0]
18;180.0;[0.0, 0.0, 0.029445561620224072, 0.04811835679402471, 0.039500143636885955, 0.014363688595231256, 0.07124389543234702, 0.004596380350474002, 0.05400746911806952, 0.0017236426314277506, 0.05917839701235277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
19;190.0;[0.0, 0.0, 0.0008618213157138753, 0.023843723068083883, 0.010916403332375754, 0.001292731973570813, 0.0, 0.0, 0.00732548118356794, 0.09235851766733698, 0.06578569376615916, 0.06377477736282677, 0.004596380350474002, 0.0, 0.02642918701522551, 0.010916403332375754, 0.0, 0.0, 0.0, 0.0]
20;200.0;[0.0, 0.0, 0.00043091065785693766, 0.01852915828784832, 0.06679115196782534, 0.0366274059178397, 0.0, 0.0, 0.0, 0.0, 0.010341855788566504, 0.042516518241884516, 0.02700373455903476, 0.0, 0.010341855788566504, 0.027865555874748635, 0.009767308244757253, 0.0, 0.0, 0.0]
21;210.0;[0.0, 0.0, 0.012065498419994254, 0.0, 0.0, 0.02470554438379776, 0.0, 0.0, 0.0, 0.004596380350474002, 0.004596380350474002, 0.0034472852628555013, 0.013789141051422005, 0.0, 0.0, 0.0002872737719046251, 0.008330939385234128, 0.0, 0.0, 0.0]
