;profondeur_(mm);root_proportion
0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006320022981901752, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1;10.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2;20.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
3;30.0;[0.031169204251651823, 0.018816432059752943, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4;40.0;[0.0, 0.03447285262855501, 0.02642918701522551, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
5;50.0;[0.0, 0.004596380350474002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002298190175237001, 0.0, 0.0, 0.0, 0.03332375754093651, 0.05917839701235277, 0.0, 0.005458201666187877, 0.06794024705544384, 0.021545532892846882]
6;60.0;[0.0, 0.017810973858086755, 0.017236426314277506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.008618213157138753, 0.0, 0.0, 0.0, 0.03160011490950876, 0.05975294455616202, 0.0, 0.003160011490950876, 0.07124389543234702, 0.014579143924159724]
7;70.0;[0.0, 0.0, 0.041941970698075266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05027291008330939, 0.022694627980465384, 0.016661878770468257, 0.0, 0.0, 0.05056018385521402, 0.0]
8;80.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06190749784544671, 0.0, 0.0, 0.032749209997127264, 0.0053145647802355644, 0.0, 0.007469118069520253, 0.03332375754093651, 0.0034472852628555013]
9;90.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02355644929617926, 0.1087331226659006, 0.032174662453318015, 0.024130996839988508, 0.021258259120942258, 0.07282390117782246, 0.016661878770468257, 0.0, 0.07296753806377478, 0.0]
10;100.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021258259120942258, 0.11146222349899454, 0.02528009192760701, 0.0, 0.024130996839988508, 0.0, 0.05113473139902327, 0.042516518241884516, 0.02528009192760701, 0.05975294455616202, 0.0]
11;110.0;[0.005170927894283252, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09652398735995403, 0.021832806664751507, 0.0, 0.0, 0.0, 0.0011490950876185005, 0.08848032174662453, 0.013789141051422005, 0.02240735420856076, 0.13401321459350762, 0.026285550129273198]
12;120.0;[0.011490950876185005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011490950876185005, 0.10054582016661878, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037920137891410514, 0.0, 0.0]
13;130.0;[0.07641482332663029, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04941108876759552, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.06549841999425453, 0.11490950876185005, 0.02068371157713301, 0.0]
14;140.0;[0.03332375754093651, 0.08675667911519679, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0068945705257110025, 0.0, 0.012065498419994254, 0.09652398735995403, 0.06320022981901752, 0.0, 0.0, 0.02528009192760701, 0.05170927894283252, 0.0, 0.0, 0.0]
15;150.0;[0.0, 0.0017236426314277506, 0.002872737719046251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03332375754093651, 0.02987647227808101, 0.0, 0.0, 0.03389830508474576, 0.0, 0.0, 0.002872737719046251, 0.0017236426314277506, 0.0]
16;160.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01005458201666188, 0.03476012640045964, 0.0, 0.06090203964378052, 0.014938236139040505, 0.0, 0.013214593507612756, 0.04538925596093077, 0.027865555874748635, 0.013070956621660442]
17;170.0;[0.06607296753806377, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07813846595805803, 0.06693478885377765, 0.005458201666187877, 0.0, 0.014938236139040505, 0.0, 0.0, 0.047687446136167766, 0.0, 0.006607296753806378, 0.00014363688595231256]
18;180.0;[0.07641482332663029, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.002298190175237001, 0.0, 0.0, 0.0, 0.0, 0.008761850043091065, 0.0, 0.0, 0.0, 0.0, 0.0]
19;190.0;[0.0068945705257110025, 0.03619649525998277, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.0, 0.0, 0.02930192473427176, 0.0, 0.0, 0.05386383223211721, 0.0, 0.007181844297615628, 0.019247342717609882, 0.0, 0.0]
20;200.0;[0.008618213157138753, 0.02642918701522551, 0.013789141051422005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.0, 0.0, 0.04941108876759552, 0.0, 0.03705831657569664, 0.10887675955185291, 0.0, 0.008043665613329504, 0.0, 0.0, 0.0]
21;210.0;[0.010916403332375754, 0.0, 0.0, 0.0034472852628555013, 0.0, 0.002872737719046251, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02528009192760701, 0.0017236426314277506, 0.04108014938236139, 0.027291008330939386, 0.0, 0.028727377190462512, 0.07296753806377478, 0.0, 0.0]
22;220.0;[0.00732548118356794, 0.0, 0.014938236139040505, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017810973858086755, 0.009767308244757253, 0.03332375754093651, 0.05228382648664177, 0.0, 0.013789141051422005, 0.04596380350474002, 0.0, 0.0]
23;230.0;[0.055874748635449584, 0.0, 0.048261993679977015, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007469118069520253, 0.0, 0.031025567365699513, 0.009767308244757253, 0.0, 0.0, 0.0]
24;240.0;[0.03562194771617351, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08043665613329504, 0.0, 0.0, 0.02212008043665613, 0.03935650675093364, 0.0, 0.04625107727664464, 0.0, 0.0, 0.0]
25;250.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0017236426314277506, 0.0, 0.11519678253375466, 0.053720195346164894, 0.043091065785693765, 0.004596380350474002, 0.007469118069520253, 0.0, 0.0, 0.04395288710140764, 0.0, 0.0, 0.0]
26;260.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05860384946854352, 0.04424016087331226, 0.02757828210284401, 0.05860384946854352, 0.03906923297902901, 0.02642918701522551, 0.05056018385521402, 0.0, 0.004596380350474002, 0.0, 0.0, 0.0]
27;270.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.08216029876472278, 0.03389830508474576, 0.14205688020683713, 0.055587474863544956, 0.024130996839988508, 0.024992818155702385, 0.01120367710428038, 0.0, 0.0, 0.0, 0.0, 0.0]
28;280.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0034472852628555013, 0.12640045963803503, 0.05056018385521402, 0.027434645216891696, 0.054151106004021836, 0.02700373455903476, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
29;290.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1318586613042229, 0.03906923297902901, 0.009192760700948004, 0.10456765297328353, 0.02470554438379776, 0.062051134731399026, 0.0594656707842574, 0.0, 0.004596380350474002, 0.0, 0.0, 0.0, 0.0]
30;300.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09709853490376329, 0.12036771042803791, 0.010341855788566504, 0.0744039069232979, 0.10815857512209136, 0.029445561620224072, 0.0, 0.004883654122378627, 0.0, 0.002298190175237001, 0.0011490950876185005, 0.0, 0.0, 0.0]
