;profondeur_(mm);root_proportion
0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1;10.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.006320022981901752, 0.004596380350474002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2;20.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
3;30.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05975294455616202, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4;40.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016087331226659007, 0.02987647227808101, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
5;50.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007469118069520253, 0.002298190175237001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
6;60.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002298190175237001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
7;70.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0068945705257110025, 0.0017236426314277506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8;80.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02585463947141626, 0.02642918701522551, 0.0, 0.012640045963803505, 0.016661878770468257, 0.04021832806664752, 0.0, 0.0, 0.0]
9;90.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.01465096236713588, 0.06980752657282391, 0.007469118069520253, 0.0, 0.023987359954036197, 0.0696638896868716, 0.0, 0.0, 0.0, 0.0]
10;100.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0068945705257110025, 0.02298190175237001, 0.0, 0.04395288710140764, 0.10815857512209136, 0.016661878770468257, 0.0, 0.0, 0.0]
11;110.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06434932490663603, 0.018385521401896008, 0.05056018385521402, 0.030738293593794888, 0.09752944556162023, 0.0, 0.0, 0.0, 0.0]
12;120.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.030020109164033325, 0.1235277219189888, 0.06133295030163746, 0.10571674806090205, 0.08934214306233841, 0.031025567365699513, 0.0, 0.0, 0.0, 0.0]
13;130.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.005745475438092502, 0.11878770468256249, 0.13099683998850906, 0.14665326055731112, 0.029589198506176386, 0.0, 0.0, 0.0, 0.02585463947141626, 0.04021832806664752, 0.0]
14;140.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008618213157138753, 0.09106578569376617, 0.010341855788566504, 0.09480034472852629, 0.11376041367423154, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
15;150.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09853490376328641, 0.01005458201666188, 0.057454754380925024, 0.16432059752944556, 0.04941108876759552, 0.0, 0.08848032174662453, 0.08733122665900603, 0.021258259120942258, 0.0, 0.0, 0.0]
16;160.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07698937087043953, 0.004596380350474002, 0.0, 0.032174662453318015, 0.05860384946854352, 0.0, 0.06492387245044527, 0.008618213157138753, 0.08848032174662453, 0.0983912668773341, 0.015943694340706693, 0.0, 0.0]
17;170.0;[0.0, 0.0, 0.0, 0.0, 0.009192760700948004, 0.06837115771330078, 0.06952025280091928, 0.02298190175237001, 0.0, 0.033036483769031885, 0.04222924446997989, 0.023843723068083883, 0.018960068945705257, 0.04079287561045677, 0.02355644929617926, 0.007469118069520253, 0.07684573398448721, 0.06420568802068372, 0.01407641482332663, 0.0]
18;180.0;[0.0, 0.0, 0.0, 0.0, 0.06032749209997127, 0.010341855788566504, 0.0, 0.0, 0.0, 0.008618213157138753, 0.05056018385521402, 0.02025280091927607, 0.016661878770468257, 0.10600402183280666, 0.07167480609020396, 0.015943694340706693, 0.08790577420281528, 0.04079287561045677, 0.0, 0.0]
19;190.0;[0.0, 0.0, 0.0, 0.0, 0.0011490950876185005, 0.0, 0.0017236426314277506, 0.0, 0.0, 0.0, 0.02585463947141626, 0.010485492674518817, 0.057454754380925024, 0.08445848893995977, 0.03045101982189026, 0.05458201666187877, 0.08388394139615053, 0.0, 0.0, 0.0]
20;200.0;[0.0, 0.0, 0.0, 0.0, 0.0017236426314277506, 0.0, 0.0, 0.0068945705257110025, 0.012065498419994254, 0.0, 0.026716460787130136, 0.14852054007469118, 0.1269750071818443, 0.0068945705257110025, 0.0, 0.07124389543234702, 0.06952025280091928, 0.012640045963803505, 0.0, 0.0]
