;profondeur_(mm);root_proportion
0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1;10.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2;20.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
3;30.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4;40.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
5;50.0;[0.0, 0.0, 0.004596380350474002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
6;60.0;[0.0, 0.0, 0.0, 0.0, 0.0034472852628555013, 0.0011490950876185005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
7;70.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8;80.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
9;90.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.012640045963803505, 0.009192760700948004, 0.0, 0.0, 0.0]
10;100.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016087331226659007, 0.002298190175237001, 0.006320022981901752, 0.0, 0.006320022981901752, 0.0, 0.0, 0.0, 0.0, 0.0]
11;110.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.032174662453318015, 0.02068371157713301, 0.04021832806664752, 0.02757828210284401, 0.0, 0.010916403332375754, 0.0017236426314277506, 0.0, 0.0, 0.028727377190462512, 0.015728239011778226]
12;120.0;[0.04323470267164608, 0.028583740304510198, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03160011490950876, 0.05515656420568802, 0.0, 0.0, 0.009192760700948004, 0.0, 0.0, 0.01522550991094513, 0.027291008330939386, 0.0]
13;130.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.029589198506176386, 0.02987647227808101, 0.0, 0.0, 0.0, 0.021832806664751507, 0.010341855788566504, 0.0, 0.0, 0.0]
14;140.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.018672795173800633, 0.0, 0.02700373455903476, 0.0560183855214019, 0.07181844297615628, 0.0629129560471129, 0.05817293881068659, 0.01795461074403907, 0.03562194771617351, 0.0]
15;150.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04021832806664752, 0.012640045963803505, 0.0, 0.03504740017236426, 0.1281241022694628, 0.019534616489514506, 0.04021832806664752, 0.029589198506176386, 0.09882217753519104, 0.0, 0.0]
16;160.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02585463947141626, 0.0, 0.0, 0.0, 0.03504740017236426, 0.08388394139615053, 0.0308819304797472, 0.09796035621947716, 0.11605860384946855, 0.020396437805228384, 0.0]
17;170.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05285837403045102, 0.0, 0.0, 0.0, 0.0, 0.0, 0.021832806664751507, 0.04323470267164608, 0.0767020970985349, 0.028440103418557884, 0.05903476012640046, 0.01565642056880207]
18;180.0;[0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.0, 0.0, 0.026285550129273198, 0.011490950876185005, 0.0, 0.004596380350474002, 0.02815282964665326, 0.05429474288997414, 0.0606147658718759, 0.03389830508474576, 0.015512783682849756, 0.043665613329503014, 0.062051134731399026, 0.0, 0.0]
19;190.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02585463947141626, 0.04783108302212008, 0.0, 0.0, 0.05343292157426027, 0.07124389543234702, 0.017810973858086755, 0.0, 0.009767308244757253, 0.013789141051422005, 0.07698937087043953, 0.0, 0.0, 0.0]
20;200.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.02470554438379776, 0.07986210858948578, 0.0, 0.032749209997127264, 0.0, 0.02298190175237001, 0.0, 0.0, 0.008905486929043378, 0.0002872737719046251, 0.004596380350474002, 0.047687446136167766, 0.04136742315426602, 0.002298190175237001, 0.0]
21;210.0;[0.015512783682849756, 0.0017236426314277506, 0.0, 0.0, 0.0, 0.009192760700948004, 0.09451307095662166, 0.021832806664751507, 0.03332375754093651, 0.010341855788566504, 0.0, 0.0, 0.0, 0.0037345590347601263, 0.02212008043665613, 0.016087331226659007, 0.0, 0.028727377190462512, 0.002298190175237001, 0.0]
22;220.0;[0.02987647227808101, 0.0, 0.0, 0.0, 0.0, 0.030738293593794888, 0.1246768170066073, 0.015512783682849756, 0.04639471416259695, 0.03935650675093364, 0.0, 0.0, 0.0, 0.012640045963803505, 0.06032749209997127, 0.04883654122378627, 0.0, 0.016087331226659007, 0.0, 0.0]
23;230.0;[0.008043665613329504, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.007469118069520253, 0.02010916403332376, 0.11821315713875323, 0.0005745475438092502, 0.0, 0.1534041941970698, 0.0, 0.12180407928756104, 0.028727377190462512, 0.021258259120942258, 0.0, 0.0011490950876185005, 0.0034472852628555013]
