;profondeur_(mm);root_proportion
0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1;10.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2;20.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
3;30.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
4;40.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
5;50.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
6;60.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
7;70.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8;80.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008618213157138753, 0.01177822464808963, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
9;90.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009480034472852629, 0.0008618213157138753, 0.0, 0.0005745475438092502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
10;100.0;[0.0, 0.0, 0.0, 0.0, 0.0017236426314277506, 0.0, 0.0, 0.0, 0.0, 0.0005745475438092502, 0.0011490950876185005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
11;110.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.021258259120942258, 0.0, 0.0, 0.0, 0.0068945705257110025, 0.018960068945705257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
12;120.0;[0.0, 0.0, 0.0, 0.0, 0.0017236426314277506, 0.004596380350474002, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
13;130.0;[0.0, 0.0, 0.0, 0.018385521401896008, 0.04998563631140477, 0.0, 0.0011490950876185005, 0.017236426314277506, 0.02240735420856076, 0.0, 0.0, 0.009192760700948004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
14;140.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04481470841712152, 0.03562194771617351, 0.011490950876185005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009192760700948004, 0.0]
15;150.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.04998563631140477, 0.03447285262855501, 0.062051134731399026, 0.018385521401896008, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.0, 0.0, 0.0]
16;160.0;[0.0, 0.004596380350474002, 0.0, 0.0, 0.0, 0.0, 0.02255099109451307, 0.0709566216604424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013789141051422005, 0.036771042803792016, 0.0, 0.0778511921861534, 0.0, 0.0]
17;170.0;[0.009192760700948004, 0.0560183855214019, 0.05486929043378339, 0.03906923297902901, 0.03906923297902901, 0.08388394139615053, 0.12654409652398735, 0.017236426314277506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0778511921861534, 0.013789141051422005, 0.0]
18;180.0;[0.0, 0.012640045963803505, 0.0, 0.0, 0.013214593507612756, 0.006607296753806378, 0.053145647802355644, 0.009192760700948004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.015512783682849756, 0.0, 0.0, 0.0, 0.005170927894283252, 0.07038207411663315, 0.014363688595231256]
19;190.0;[0.012065498419994254, 0.0, 0.0, 0.0, 0.19706980752657283, 0.04711289859235852, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009767308244757253, 0.0, 0.0, 0.0, 0.014363688595231256, 0.131427750646366, 0.026501005458201665]
20;200.0;[0.005889112324044815, 0.023269175524274634, 0.0, 0.0, 0.10830221200804367, 0.03332375754093651, 0.0, 0.03504740017236426, 0.0, 0.0, 0.0, 0.0, 0.0, 0.037920137891410514, 0.0, 0.0, 0.04481470841712152, 0.0, 0.06262568227520827, 0.016087331226659007]
21;210.0;[0.0, 0.027721918988796324, 0.0, 0.0, 0.12453318012065498, 0.00043091065785693766, 0.0, 0.017236426314277506, 0.04596380350474002, 0.0, 0.0, 0.0, 0.0, 0.02930192473427176, 0.0, 0.0, 0.07239299051996553, 0.0011490950876185005, 0.038494685435219764, 0.009767308244757253]
22;220.0;[0.0, 0.013214593507612756, 0.0, 0.0, 0.1212295317437518, 0.0068945705257110025, 0.012065498419994254, 0.02068371157713301, 0.03964378052283826, 0.0, 0.0, 0.0, 0.0, 0.03447285262855501, 0.0, 0.0, 0.05573111174949727, 0.0, 0.05170927894283252, 0.0]
23;230.0;[0.0, 0.02470554438379776, 0.02010916403332376, 0.06722206262568227, 0.17638609594943983, 0.02757828210284401, 0.10959494398161448, 0.1817006607296754, 0.07986210858948578, 0.05228382648664177, 0.028727377190462512, 0.0, 0.008043665613329504, 0.016661878770468257, 0.0, 0.016661878770468257, 0.021832806664751507, 0.0, 0.0, 0.0]
