;profondeur_(mm);root_proportion
0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013070956621660442, 0.02700373455903476, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03447285262855501, 0.0]
1;10.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.009910945130709566, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.04136742315426602, 0.04136742315426602, 0.0]
2;20.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13214593507612754, 0.06607296753806377, 0.0]
3;30.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0034472852628555013, 0.08962941683424304, 0.04079287561045677, 0.0]
4;40.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06822752082734847, 0.03389830508474576, 0.0021545532892846882, 0.010772766446423441, 0.014220051709278942, 0.10485492674518816, 0.06320022981901752, 0.02010916403332376, 0.03504740017236426, 0.017236426314277506]
5;50.0;[0.0008618213157138753, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.021258259120942258, 0.0, 0.0053145647802355644, 0.0, 0.0, 0.02240735420856076, 0.1304222924446998, 0.0857512209135306, 0.010341855788566504, 0.04136742315426602, 0.042516518241884516, 0.0]
6;60.0;[0.03921286986498133, 0.0, 0.0, 0.02298190175237001, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011060040218328066, 0.06765297328353921, 0.1131858661304223, 0.043091065785693765, 0.0, 0.03332375754093651, 0.04653835104854927, 0.03691467968974432]
7;70.0;[0.030020109164033325, 0.0, 0.0, 0.0, 0.0, 0.01177822464808963, 0.006032749209997127, 0.0, 0.0, 0.0, 0.0, 0.0, 0.011490950876185005, 0.09910945130709566, 0.1577133007756392, 0.0, 0.06779661016949153, 0.04136742315426602, 0.0034472852628555013, 0.011921861534041941]
8;80.0;[0.013789141051422005, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02240735420856076, 0.04079287561045677, 0.0, 0.06032749209997127, 0.20626256822752081, 0.0, 0.004596380350474002, 0.05056018385521402, 0.0, 0.005745475438092502, 0.02987647227808101]
9;90.0;[0.0, 0.0, 0.0, 0.051996552714737146, 0.032174662453318015, 0.0, 0.0, 0.0, 0.0, 0.06492387245044527, 0.09164033323757541, 0.1200804366561333, 0.1200804366561333, 0.03705831657569664, 0.005170927894283252, 0.02068371157713301, 0.002872737719046251, 0.0, 0.0, 0.0]
10;100.0;[0.0, 0.0, 0.0, 0.023269175524274634, 0.03562194771617351, 0.0, 0.0, 0.0, 0.013789141051422005, 0.16202240735420856, 0.10313128411376041, 0.0068945705257110025, 0.06952025280091928, 0.0950876185004309, 0.03562194771617351, 0.03160011490950876, 0.0, 0.0, 0.009192760700948004, 0.0]
11;110.0;[0.0, 0.02068371157713301, 0.009767308244757253, 0.015512783682849756, 0.009192760700948004, 0.0, 0.0, 0.0, 0.0, 0.062051134731399026, 0.12525136455041655, 0.07411663315139327, 0.037345590347601265, 0.009192760700948004, 0.048261993679977015, 0.0, 0.0, 0.009192760700948004, 0.0, 0.0]
12;120.0;[0.0, 0.0, 0.0, 0.0, 0.009192760700948004, 0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.1488078138465958, 0.02757828210284401, 0.031025567365699513, 0.04596380350474002, 0.07813846595805803, 0.07354208560758403, 0.07066934788853778, 0.02585463947141626, 0.018385521401896008, 0.0]
