;profondeur_(mm);root_proportion
0;0.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
1;10.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
2;20.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0005745475438092502, 0.0068945705257110025, 0.0, 0.0, 0.0, 0.0, 0.0011490950876185005, 0.0, 0.0, 0.0, 0.0]
3;30.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0034472852628555013, 0.012065498419994254, 0.0, 0.0, 0.0]
4;40.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0034472852628555013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
5;50.0;[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02010916403332376, 0.004596380350474002, 0.0, 0.0, 0.03447285262855501, 0.0068945705257110025, 0.0]
6;60.0;[0.0, 0.0017236426314277506, 0.021258259120942258, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013789141051422005, 0.0, 0.0, 0.0, 0.0]
7;70.0;[0.015512783682849756, 0.005170927894283252, 0.016661878770468257, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.017236426314277506, 0.0, 0.0034472852628555013, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
8;80.0;[0.09709853490376329, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0007181844297615628, 0.044671071531169206, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]
9;90.0;[0.08934214306233841, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03045101982189026, 0.013789141051422005, 0.0, 0.0, 0.0, 0.008043665613329504, 0.0, 0.0, 0.0, 0.0, 0.004596380350474002, 0.0]
10;100.0;[0.08072392990519965, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02355644929617926, 0.0, 0.0, 0.0, 0.0, 0.07066934788853778, 0.0, 0.0, 0.0, 0.0, 0.043665613329503014, 0.015512783682849756]
11;110.0;[0.09997127262280954, 0.0, 0.010341855788566504, 0.013214593507612756, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.03045101982189026, 0.009767308244757253, 0.0, 0.0, 0.0, 0.04136742315426602, 0.15512783682849757, 0.02642918701522551]
12;120.0;[0.04165469692617064, 0.006032749209997127, 0.06808388394139615, 0.10341855788566504, 0.05113473139902327, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.004740017236426314, 0.07813846595805803, 0.043091065785693765, 0.0]
13;130.0;[0.11060040218328067, 0.007756391841424878, 0.05027291008330939, 0.0, 0.11979316288422867, 0.057454754380925024, 0.0, 0.0, 0.0, 0.0, 0.0, 0.02470554438379776, 0.04136742315426602, 0.0, 0.03619649525998277, 0.0, 0.023412812410226948, 0.0, 0.0, 0.0]
14;140.0;[0.1901752370008618, 0.11031312841137604, 0.043091065785693765, 0.0, 0.04955472565354783, 0.08733122665900603, 0.11332950301637461, 0.034903763286411954, 0.004021832806664752, 0.0, 0.0, 0.0, 0.0, 0.0, 0.002298190175237001, 0.0, 0.0, 0.010341855788566504, 0.0, 0.0]
15;150.0;[0.0034472852628555013, 0.18442976156276933, 0.06320022981901752, 0.17293881068658432, 0.1041367423154266, 0.09077851192186154, 0.01565642056880207, 0.17336972134444126, 0.03906923297902901, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.016087331226659007, 0.02528009192760701, 0.0, 0.0]
16;160.0;[0.02642918701522551, 0.09738580867566791, 0.021545532892846882, 0.02987647227808101, 0.0, 0.04452743464521689, 0.15426601551278368, 0.20109164033323756, 0.07986210858948578, 0.0, 0.0, 0.0, 0.0, 0.008043665613329504, 0.0, 0.0, 0.06434932490663603, 0.0, 0.008618213157138753, 0.014363688595231256]
17;170.0;[0.0, 0.0, 0.0, 0.043665613329503014, 0.11376041367423154, 0.011490950876185005, 0.04108014938236139, 0.08445848893995977, 0.14852054007469118, 0.0, 0.0, 0.0068945705257110025, 0.0, 0.015512783682849756, 0.032749209997127264, 0.05458201666187877, 0.04840563056592933, 0.08460212582591209, 0.05486929043378339, 0.0]
18;180.0;[0.0, 0.0, 0.0, 0.024130996839988508, 0.09882217753519104, 0.11850043091065786, 0.03878195920712439, 0.017236426314277506, 0.14090778511921861, 0.06420568802068372, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0011490950876185005, 0.08374030451019822, 0.003590922148807814, 0.0, 0.0]
19;190.0;[0.0, 0.0, 0.0, 0.0, 0.03619649525998277, 0.11763860959494399, 0.09480034472852629, 0.07354208560758403, 0.05759839126687733, 0.05874748635449584, 0.02700373455903476, 0.016087331226659007, 0.0, 0.0, 0.0, 0.07871301350186728, 0.0, 0.005745475438092502, 0.04596380350474002, 0.0]
20;200.0;[0.0, 0.0017236426314277506, 0.010916403332375754, 0.0034472852628555013, 0.0, 0.06980752657282391, 0.10255673656995117, 0.09379488652686009, 0.13027865555874749, 0.1189313415685148, 0.04222924446997989, 0.015512783682849756, 0.0, 0.016087331226659007, 0.06549841999425453, 0.012640045963803505, 0.0, 0.02010916403332376, 0.013789141051422005, 0.0]
21;210.0;[0.0, 0.014363688595231256, 0.06851479459925308, 0.12395863257684574, 0.032174662453318015, 0.05544383797759265, 0.05242746337259408, 0.15282964665326057, 0.08862395863257684, 0.1304222924446998, 0.04941108876759552, 0.019534616489514506, 0.0, 0.05170927894283252, 0.037920137891410514, 0.0, 0.0, 0.04424016087331226, 0.013789141051422005, 0.0]
